"state","state_abb","county","stcty","FIPS","year","crsi_NaturalEnvironment","IMPACTS_drought","IMPACTS_extremeheat","IMPACTS_flooding","IMPACTS_precipitation","IMPACTS_sealevelrise","IMPACTS_stormsurge","IMPACTS_airqualityoutdoor","IMPACTS_airtemperature","IMPACTS_erosion","IMPACTS_seasonalshift","IMPACTS_vectors","IMPACTS_oceanacidification","IMPACTS_watertemperature","IMPACTS_NA","IMPACTS_extremestormevent","IMPACTS_wind","IMPACTS_ecosystems","IMPACTS_saltwaterintrusion","IMPACTS_extremecold","IMPACTS_airqualityindoor","IMPACTS_","IMPACTS_ecosystemsnaturalresources","IMPACTS_floodingprecipitation","IMPACTS_wildfires","IMPACTS_wildfire","FEATURE_ecosystemsnaturalresources","FEATURE_governmentfloodzonemapping","FEATURE_infrastructurebuilt","FEATURE_infrastructurecommunication","FEATURE_responseemergencydisasterpreparednessmitigation","FEATURE_socialoutreachcommunicationeducation","FEATURE_economiccostbenefitanalysis","FEATURE_economicecosystemservices","FEATURE_governmentbylawsordinancescodes","FEATURE_infrastructuretransportation","FEATURE_socialfoodsecurity","FEATURE_socialpublichealth","FEATURE_infrastructuredrinkingwater","FEATURE_responsedamsafety","FEATURE_socialculturalhistoricalresources","FEATURE_economicresilience","FEATURE_ecosystemscoastalprotection","FEATURE_governmentdownscaleclimatemodeling","FEATURE_infrastructureenergy","FEATURE_socialenvironmentaljustice","FEATURE_socialhousing","FEATURE_socialvulnerablepopulations","FEATURE_infrastructurestormwater","FEATURE_governmentlanduseregulations","FEATURE_infrastructurecoastal","FEATURE_infrastructurewastewater","FEATURE_ecosystemsagricultureforestry","FEATURE_governmentgreenhousegasmitigation","FEATURE_responsedebrismanagement","FEATURE_infrastructuregreen","FEATURE_ecosystemsriverine","FEATURE_socialvulnerablepopulation","PLAN_TYPE_vulnerabilityassessment","PLAN_TYPE_resilienceplan","PLAN_TYPE_femahazardmultihazardmitigationplans","PLAN_TYPE_harbormanagementplan","PLAN_TYPE_adaptationplan","PLAN_TYPE_municipalmasterorcomprehensiveplan","PLAN_TYPE_capitalimprovementsplan","PLAN_TYPE_coastalplan","PLAN_TYPE_casestudy","PLAN_TYPE_climateactionplan","PLAN_TYPE_webpage","PLAN_TYPE_presentation","PLAN_TYPE_measurementandevaluation","PLAN_TYPE_NA","PLAN_TYPE_landuseplanning","PLAN_TYPE_stormwaterplan","PLAN_TYPE_openspaceplan","PLAN_TYPE_zoningordinance","PLAN_TYPE_economicdevelopmentplanorstrategy","PLAN_TYPE_disasterrecoveryplan","PLAN_TYPE_femahazardmultihazardmitigation","PLAN_TYPE_evacuationplan","PLAN_TYPE_climatemitigationdocument","PLAN_TYPE_watershedmanagementplan","PLAN_TYPE_emergencyresponseplan","PLAN_TYPE_historicpreservationplan","PLAN_TYPE_floodplainmanagementplan","PLAN_TYPE_femahazardmitigationplan","PLAN_TYPE_stormwatermanagementplan","PLAN_TYPE_measurementandevaulation","PLAN_TYPE_coastalplanorcoastalelementinotherplan","COMMUNITY_town","COMMUNITY_organization","COMMUNITY_state","COMMUNITY_watershed","COMMUNITY_tribe","total_policy","SPL_THEMES","RPL_THEMES","SPL_THEME1","RPL_THEME1","SPL_THEME2","RPL_THEME2","SPL_THEME3","RPL_THEME3","SPL_THEME4","RPL_THEME4","EP_POV150","EPL_POV150","EP_UNEMP","EPL_UNEMP","E_TOTPOP","M_HBURD","M_NOHSDP","M_MINRTY","E_MINRTY","M_SNGPNT","M_MOBILE","E_LIMENG","M_LIMENG","STATE","COUNTY","PC1_imp","PC2_imp","PC3_imp","PC4_imp","PC1_fea","PC2_fea","PC3_fea","PC4_fea","PC1_plan","PC2_plan","PC3_plan","PC4_plan","PC5_plan","M_HBURD_POP","M_NOHSDP_POP","M_MINRTY_POP","M_SNGPNT_POP","M_MOBILE_POP","M_LIMENG_POP","first_treat","id","vulnerability"
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2010,0.534,0,0,0,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4.7743,0.1729,NA,NA,NA,NA,NA,NA,NA,NA,3139,0.1215,0.05606806,0.2759,35688,135,275,1630,1140,1472,256,78,467,"Maine","Sagadahoc",-1.51645734198147,-0.201497878469227,-0.223865775299062,0.427895702742873,-2.28881837675662,-0.256263419479435,-0.0968967822756334,-0.107967128048903,-1.60491712683942,1.12564973530048,0.889347809298628,-0.666885258589735,0.394956589713654,0.00378278412911903,0.00770567137413136,0.045673615781215,0.0412463573189868,0.00717327953373683,0.013085631024434,2010,35,NA
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2014,0.534,0,0,6,4,12,4,0,2,1,1,1,3,3,2,1,0,0,3,0,0,0,0,0,0,0,8,4,6,0,2,2,2,3,0,5,1,0,4,0,1,2,7,2,1,0,1,0,1,4,0,2,1,2,0,2,0,0,6,0,0,0,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,15,4.5072,0.0786,0.6845,0.1089,1.4932,0.1535,0.4292,0.1754,1.9004,0.2063,28.8,0.0255,6.7,0.3101,35102,287,208,31,1747,189.3,228,101,91.1,"Maine","Sagadahoc",0.601529194283662,-2.43375525462726,-0.812170379367114,0.0846104482400389,0.10364635189739,1.15347416910044,0.535237930353435,-0.405561275525688,2.3463516977232,3.96964792862618,0.277712766422649,0.601317133990234,0.95328458296306,0.00817617229787477,0.00592558828556777,0.000883140561791351,0.00539285510797106,0.00649535638994929,0.00259529371545781,2010,35,0.0786
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2016,0.534,1,1,14,8,20,11,1,4,2,2,3,4,4,2,2,0,0,3,0,0,0,1,0,0,0,11,4,13,0,11,3,7,4,0,12,1,2,4,0,2,4,8,8,2,0,2,0,2,4,0,3,2,5,0,2,0,0,14,0,0,0,4,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,26,4.2308,0.0548,0.6039,0.0926,1.3684,0.1133,0.398,0.1538,1.8606,0.1952,525,0.056,5.1,0.2588,35134,135,224,48,1802,225.7,268,91,92.1,"Maine","Sagadahoc",2.42081793613805,-4.46779146852268,-0.926841663738859,-2.50663184606326,2.47187710814897,2.34698241143826,2.55585329307804,-1.42102126979829,7.53656886664738,9.75946302583184,2.129772980056,0.400924607384828,1.50573684958313,0.00384243183241305,0.00637559059600387,0.00136619798485797,0.00642397677463426,0.00762793874879035,0.00262139238344623,2010,35,0.0548
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2018,0.534,1,1,15,8,21,12,1,4,2,2,3,4,4,2,2,0,0,3,0,0,0,1,0,0,0,12,4,14,0,12,3,7,4,1,12,2,2,5,0,3,5,9,8,2,0,2,0,2,5,0,3,2,5,0,2,0,0,14,0,0,0,4,1,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,27,4.1396,0.0522,0.4271,0.0376,1.5087,0.171,0.5088,0.2362,1.695,0.1541,1083,0.0111,2.6,0.086,35277,135,288,69,1888,236.6,282,183,140.3,"Maine","Sagadahoc",2.48790251231161,-4.49802722089919,-0.977614629365711,-2.55173158062963,2.92141179668187,2.49108275605794,2.7019771379694,-1.31043295399995,7.63222347362815,9.89990520808339,2.09602790591103,0.350106681780251,1.23061819917264,0.00382685602517221,0.00816395952036738,0.00195594863508802,0.00670691952263514,0.00799387703035973,0.0039770955580123,2010,35,0.0522
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2020,0.534,3,5,21,13,27,18,5,11,7,5,9,7,9,3,6,2,3,4,3,2,0,1,0,0,1,19,4,21,1,15,7,9,8,3,17,3,4,8,1,6,12,16,11,6,4,5,2,4,7,5,5,7,11,1,5,2,2,16,0,1,0,5,1,0,1,3,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,0,0,37,4.7418,0.0665,1.6942,0.2412,1.7455,0.1006,0.1359,0.1359,1.1662,0.0385,15.4,0.1254,3.9,0.2861,35720,494,254,262,2085,208,268,124,119,"Maine","Sagadahoc",7.67955740013687,-6.24192390677439,-0.148442728395919,-3.15482376628115,7.7362314187237,3.62564727948079,3.93687273923516,-2.13350314198606,9.83431289977311,11.7488361476289,2.27395965088089,0.99677475722714,-0.582854241167615,0.0138297872340426,0.00711086226203807,0.00733482642777156,0.00582306830907055,0.00750279955207167,0.00333146696528555,2010,35,0.0665
"Maine","ME","Sagadahoc","ME_SAGADAHOC","23023",2022,0.534,4,6,24,14,30,19,6,13,8,6,9,8,9,3,9,3,6,4,3,2,0,1,0,0,2,22,4,22,1,15,9,9,8,5,18,4,6,9,1,6,14,18,12,8,5,6,2,5,8,5,6,9,13,1,5,3,2,16,0,1,0,5,1,0,1,4,3,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,0,0,41,5.1879,0.1015,1.8877,0.2972,1.5499,0.0519,0.1276,0.1276,1.6227,0.1273,16.6,0.1915,4.4,0.4267,36868,506,365,189,2437,187,282,72,101,"Maine","Sagadahoc",9.13506182819498,-6.36153363431158,-0.0145577875225355,-3.53608493070069,9.06540770877581,3.66643501707396,4.58643528341205,-2.20007558009092,10.2251172286586,12.1310994231701,2.05833091999833,1.06567137600192,-0.909339451214571,0.0137246392535532,0.00990018444179234,0.00512639687533905,0.00507214928935662,0.00764890962352175,0.0027395030921124,2010,35,0.1015
"Maine","ME","Somerset","ME_SOMERSET","23025",2000,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3263,0.8234,NA,NA,NA,NA,NA,NA,NA,NA,7471,0.8198,1548,0.773,50888,112,6667,1062,2389,1822,4781,66968,168,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00220091180631976,0.131013205470838,0.0208693601634963,0.0358041188492375,0.0939514227322748,0.00330136770947964,0,36,NA
"Maine","ME","Somerset","ME_SOMERSET","23025",2010,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2881,0.6957,NA,NA,NA,NA,NA,NA,NA,NA,9477,0.7199,0.08383089,0.6572,52261,135,383,1791,245,2348,323,117,420,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00258318822831557,0.00732860067736936,0.0342702971623199,0.0449283404450738,0.00618051702034022,0.008036585599204,0,36,NA
"Maine","ME","Somerset","ME_SOMERSET","23025",2014,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8198,0.3836,2.2671,0.5934,2.2155,0.6609,0.2986,0.1025,2.0385,0.2665,883,0.2762,9.6,0.6402,51762,131,402,20,1931,262.5,343,120,101.8,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00253081411073761,0.007766315057378,0.000386383833700398,0.00507128781731772,0.00662648274796183,0.00196669371353503,0,36,0.3836
"Maine","ME","Somerset","ME_SOMERSET","23025",2016,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8408,0.5562,2.5616,0.6826,2.4129,0.7905,0.3069,0.1095,2.5594,0.5138,11.8,0.4491,9.2,0.7851,51363,824,437,23,2003,260.4,332,127,107.1,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0160426766349318,0.00850807001148687,0.000447793158499309,0.00506979732492261,0.00646379689659872,0.00208515857718591,0,36,0.5562
"Maine","ME","Somerset","ME_SOMERSET","23025",2018,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1289,0.622,2.8256,0.7576,2.2996,0.7313,0.3715,0.1579,2.6322,0.5648,2522,0.3049,8.6,0.8729,50710,131,431,23,2108,285.6,304,205,118,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00258331690001972,0.00849930980082824,0.000453559455728653,0.00563202524156971,0.00599487280615263,0.00232695720765135,0,36,0.622
"Maine","ME","Somerset","ME_SOMERSET","23025",2020,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7293,0.4659,2.8728,0.619,2.1579,0.2973,0.0589,0.0589,2.6397,0.5735,31.9,0.8192,4.7,0.4561,50573,511,391,181,2233,208,421,168,107,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0101042058015146,0.00773139817689281,0.0035789848338046,0.00411286654934451,0.00832460008304827,0.0021157534652878,0,36,0.4659
"Maine","ME","Somerset","ME_SOMERSET","23025",2022,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.767,0.3,2.6153,0.5361,1.8313,0.1228,0.0544,0.0544,2.266,0.3856,28.7,0.7413,4.2,0.3853,50656,539,403,144,2560,197,437,66,96,"Maine","Somerset",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0106403979785218,0.00795562223626027,0.00284270372710044,0.00388897662665824,0.00862681617182565,0.00189513581806696,0,36,0.3
"Maine","ME","Waldo","ME_WALDO","23027",2000,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7547,0.7456,NA,NA,NA,NA,NA,NA,NA,NA,4973,0.7288,1040,0.7795,36280,135,3824,992,1140,1270,3240,77816,107,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00372105843439912,0.105402425578831,0.0273428886438809,0.0350055126791621,0.0893054024255788,0.00294928335170893,0,37,NA
"Maine","ME","Waldo","ME_WALDO","23027",2010,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.028,NA,NA,NA,NA,NA,NA,NA,NA,5577,0.4961,0.07753528,0.5707,38740,112,278,1333,2753,1586,281,48,478,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00289106866288074,0.00717604543107899,0.0344088797108931,0.0409395973154362,0.00725348477026329,0.012338668043366,0,37,NA
"Maine","ME","Waldo","ME_WALDO","23027",2014,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1261,0.2744,1.6189,0.3871,1.9847,0.4686,0.4352,0.1783,2.0872,0.2859,26.9,0.2141,8.3,0.4938,38904,543,253,10,1447,205.2,259,163,102.2,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0139574336829118,0.00650318733292206,0.000257042977585852,0.00527452190006169,0.00665741311947358,0.00262697923092741,0,37,0.2744
"Maine","ME","Waldo","ME_WALDO","23027",2016,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2703,0.2977,1.6581,0.4027,1.809,0.333,0.4941,0.2079,2.3091,0.3827,15.4,0.2384,7.2,0.5552,39071,640,239,6,1585,212.2,259,203,134.5,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0163804356172097,0.00611706892580175,0.000153566583911341,0.00543113818433109,0.00662895753883955,0.00344245092267922,0,37,0.2977
"Maine","ME","Waldo","ME_WALDO","23027",2018,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7384,0.2197,1.4359,0.3334,2.0319,0.5094,0.1563,0.049,2.1143,0.2986,28.8,0.3261,5.6,0.5172,39418,253,273,19,1748,206.3,210,51,85.1,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00641838753868791,0.00692576995281344,0.00048201329341925,0.0052336496017048,0.00532751534831803,0.00215891217210411,0,37,0.2197
"Maine","ME","Waldo","ME_WALDO","23027",2020,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5632,0.2693,2.3667,0.4539,1.8158,0.1219,0.0977,0.0977,2.283,0.3832,20.7,0.3549,4.8,0.4742,39723,414,306,258,2073,138,366,77,101,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0104221735518465,0.00770334566875614,0.00649497772071596,0.00347405785061551,0.00921380560380636,0.00254260755733454,0,37,0.2693
"Maine","ME","Waldo","ME_WALDO","23027",2022,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6953,0.2902,2.3707,0.4578,2.1083,0.2647,0.1339,0.1339,2.0824,0.2908,20.7,0.3828,4.6,0.4738,39772,413,337,365,2664,188,327,90,116,"Maine","Waldo",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0103841898823293,0.00847329779744544,0.0091773106708237,0.00472694357839686,0.00822186462838178,0.00291662476113849,0,37,0.2902
"Maine","ME","Washington","ME_WASHINGTON","23029",2000,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2881,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,6272,0.6774,1312,0.773,33941,103,4729,2349,1787,1159,2786,77816,110,"Maine","Washington",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00303467782328158,0.139330013847559,0.0692083321057129,0.0341474912347898,0.0820836156860434,0.00324091806369877,2010,38,NA
"Maine","ME","Washington","ME_WASHINGTON","23029",2010,0.588,0,0,0,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7.7985,0.5946,NA,NA,NA,NA,NA,NA,NA,NA,6412,0.7883,0.10414664,0.8409,33154,103,239,2858,15120,1432,240,140,406,"Maine","Washington",-1.51645734198147,-0.201497878469227,-0.223865775299062,0.427895702742873,-2.28881837675662,-0.256263419479435,-0.0968967822756334,-0.107967128048903,-1.60491712683942,1.12564973530048,0.889347809298628,-0.666885258589735,0.394956589713654,0.00310671412197623,0.00720878325390601,0.0862037763165832,0.0431923749773783,0.00723894552693491,0.0122458828497316,2010,38,NA
"Maine","ME","Washington","ME_WASHINGTON","23029",2014,0.588,0,0,23,2,25,23,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,21,2,0,2,1,2,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,20,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,28,8.5129,0.6819,2.51,0.6638,2.419,0.7911,0.7724,0.362,2.8115,0.6555,28.8,0.4102,10.7,0.7491,32397,459,213,9,2986,150.9,187,173,164.5,"Maine","Washington",0.0770052249775051,-0.898043485885398,-1.40341674235211,-0.663943656084782,-1.04324996478366,1.48441412256822,-0.643196354901186,0.651211570668323,4.27671617728736,2.97517447543715,-15.9310886537925,-8.1554676862447,-2.90689937378353,0.0141679785165293,0.0065746828410038,0.000277803500324104,0.00465783868876748,0.00577213939562305,0.00507763064481279,2010,38,0.6819
"Maine","ME","Washington","ME_WASHINGTON","23029",2016,0.588,1,1,25,5,27,24,1,3,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,5,21,3,0,5,2,2,1,0,3,0,1,1,0,0,2,3,1,2,0,0,0,1,1,0,1,1,4,0,0,0,0,6,0,0,0,0,0,0,20,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,33,8.1713,0.6151,2.4152,0.6371,2.4511,0.8134,0.6899,0.3104,2.6151,0.5425,525,0.5997,8.6,0.7291,31925,226,205,17,3124,132.1,209,125,82.4,"Maine","Washington",1.29413003277709,-2.55472380237874,-1.27810360763301,-3.0691150831403,-0.290036763963977,1.64942297960005,-0.0347552589216703,0.819005719209124,6.35397382128714,5.20772130499286,-15.3528045393992,-8.02923116053669,-2.95940037734107,0.00707909162098669,0.00642129992169146,0.000532498042286609,0.00413782302270948,0.00654659357870008,0.00258104933437745,2010,38,0.6151
